date,DFII5,DFII10,DFII30
2015-01-02,0.31,0.41,0.76
2015-01-05,0.32,0.4,0.71
2015-01-06,0.34,0.41,0.68
2015-01-07,0.31,0.39,0.68
2015-01-08,0.29,0.41,0.73
2015-01-09,0.25,0.36,0.72
2015-01-12,0.23,0.35,0.69
2015-01-13,0.32,0.37,0.73
2015-01-14,0.15,0.29,0.69
2015-01-15,0.04,0.19,0.61
2015-01-16,0.1,0.23,0.66
2015-01-19,,,
2015-01-20,0.12,0.23,0.63
2015-01-21,0.18,0.26,0.71
2015-01-22,0.2,0.29,0.69
2015-01-23,0.12,0.21,0.61
2015-01-26,0.12,0.22,0.64
2015-01-27,0.05,0.17,0.64
2015-01-28,0.01,0.12,0.56
2015-01-29,-0.03,0.15,0.59
2015-01-30,-0.11,0.03,0.52
2015-02-02,-0.13,0.03,0.54
2015-02-03,-0.12,0.09,0.62
2015-02-04,-0.06,0.1,0.6
2015-02-05,-0.08,0.13,0.64
2015-02-06,0.12,0.24,0.68
2015-02-09,0.13,0.25,0.67
2015-02-10,0.2,0.31,0.74
2015-02-11,0.21,0.32,0.75
2015-02-12,0.13,0.33,0.78
2015-02-13,0.21,0.34,0.81
2015-02-16,,,
2015-02-17,0.29,0.43,0.87
2015-02-18,0.2,0.36,0.82
2015-02-19,0.23,0.37,0.84
2015-02-20,0.24,0.38,0.83
2015-02-23,0.22,0.34,0.79
2015-02-24,0.14,0.27,0.73
2015-02-25,0.11,0.24,0.7
2015-02-26,0.05,0.24,0.72
2015-02-27,0.01,0.17,0.68
2015-03-02,0.03,0.25,0.75
2015-03-03,0.04,0.26,0.75
2015-03-04,-0.01,0.25,0.74
2015-03-05,0.04,0.27,0.74
2015-03-06,0.15,0.41,0.86
2015-03-09,0.19,0.44,0.88
2015-03-10,0.26,0.41,0.85
2015-03-11,0.15,0.39,0.83
2015-03-12,0.18,0.39,0.84
2015-03-13,0.2,0.44,0.88
2015-03-16,0.3,0.45,0.87
2015-03-17,0.22,0.42,0.81
2015-03-18,0.08,0.23,0.66
2015-03-19,-0.01,0.19,0.65
2015-03-20,-0.08,0.17,0.61
2015-03-23,-0.07,0.17,0.62
2015-03-24,-0.16,0.11,0.55
2015-03-25,-0.15,0.12,0.57
2015-03-26,-0.1,0.21,0.67
2015-03-27,-0.12,0.19,0.64
2015-03-30,-0.08,0.23,0.69
2015-03-31,-0.14,0.18,0.69
2015-04-01,-0.26,0.07,0.6
2015-04-02,-0.21,0.11,0.64
2015-04-03,-0.32,0.02,0.58
2015-04-06,-0.29,0.07,0.66
2015-04-07,-0.28,0.04,0.6
2015-04-08,-0.23,0.08,0.63
2015-04-09,-0.19,0.13,0.68
2015-04-10,-0.15,0.14,0.67
2015-04-13,-0.17,0.14,0.68
2015-04-14,-0.21,0.1,0.65
2015-04-15,-0.26,0.07,0.64
2015-04-16,-0.27,0.05,0.63
2015-04-17,-0.34,-0.02,0.54
2015-04-20,-0.27,0.01,0.59
2015-04-21,-0.24,0.06,0.63
2015-04-22,-0.19,0.12,0.7
2015-04-23,-0.33,0.07,0.66
2015-04-24,-0.37,0.04,0.64
2015-04-27,-0.35,0.03,0.63
2015-04-28,-0.3,0.11,0.71
2015-04-29,-0.27,0.14,0.76
2015-04-30,-0.29,0.11,0.72
2015-05-01,-0.22,0.18,0.78
2015-05-04,-0.18,0.24,0.86
2015-05-05,-0.18,0.25,0.86
2015-05-06,-0.11,0.34,0.95
2015-05-07,-0.11,0.3,0.88
2015-05-08,-0.16,0.28,0.89
2015-05-11,-0.05,0.4,1.0
2015-05-12,-0.07,0.4,0.99
2015-05-13,-0.1,0.41,1.04
2015-05-14,-0.14,0.36,1.03
2015-05-15,-0.16,0.31,0.94
2015-05-18,-0.1,0.37,1.02
2015-05-19,-0.02,0.42,1.06
2015-05-20,-0.08,0.38,1.06
2015-05-21,-0.1,0.35,1.01
2015-05-22,-0.08,0.34,1.0
2015-05-25,,,
2015-05-26,-0.05,0.32,0.94
2015-05-27,-0.01,0.34,0.95
2015-05-28,-0.02,0.33,0.98
2015-05-29,-0.08,0.32,0.95
2015-06-01,0.0,0.39,1.02
2015-06-02,0.02,0.44,1.08
2015-06-03,0.1,0.55,1.16
2015-06-04,0.06,0.5,1.09
2015-06-05,0.11,0.55,1.14
2015-06-08,0.09,0.54,1.14
2015-06-09,0.09,0.56,1.18
2015-06-10,0.14,0.63,1.25
2015-06-11,0.11,0.56,1.17
2015-06-12,0.11,0.55,1.16
2015-06-15,0.07,0.51,1.12
2015-06-16,0.01,0.44,1.05
2015-06-17,-0.06,0.42,1.09
2015-06-18,-0.02,0.46,1.14
2015-06-19,-0.04,0.4,1.07
2015-06-22,0.03,0.47,1.14
2015-06-23,0.04,0.5,1.17
2015-06-24,0.05,0.48,1.13
2015-06-25,0.07,0.49,1.13
2015-06-26,0.09,0.57,1.21
2015-06-29,0.03,0.46,1.1
2015-06-30,0.02,0.48,1.11
2015-07-01,0.1,0.54,1.18
2015-07-02,0.02,0.49,1.16
2015-07-03,,,
2015-07-06,-0.01,0.43,1.07
2015-07-07,-0.02,0.4,1.04
2015-07-08,-0.04,0.39,1.02
2015-07-09,0.02,0.47,1.13
2015-07-10,0.1,0.55,1.19
2015-07-13,0.15,0.58,1.21
2015-07-14,0.12,0.56,1.2
2015-07-15,0.1,0.52,1.15
2015-07-16,0.14,0.52,1.13
2015-07-17,0.17,0.51,1.12
2015-07-20,0.23,0.56,1.14
2015-07-21,0.2,0.53,1.12
2015-07-22,0.21,0.53,1.1
2015-07-23,0.2,0.49,1.06
2015-07-24,0.24,0.51,1.07
2015-07-27,0.23,0.5,1.05
2015-07-28,0.23,0.51,1.07
2015-07-29,0.22,0.52,1.08
2015-07-30,0.22,0.51,1.06
2015-07-31,0.18,0.46,1.04
2015-08-03,0.21,0.46,1.02
2015-08-04,0.29,0.52,1.06
2015-08-05,0.34,0.58,1.11
2015-08-06,0.31,0.56,1.08
2015-08-07,0.31,0.52,1.02
2015-08-10,0.32,0.55,1.07
2015-08-11,0.26,0.49,1.01
2015-08-12,0.25,0.52,1.06
2015-08-13,0.34,0.57,1.07
2015-08-14,0.36,0.58,1.05
2015-08-17,0.36,0.58,1.05
2015-08-18,0.39,0.62,1.1
2015-08-19,0.33,0.55,1.06
2015-08-20,0.33,0.53,1.02
2015-08-21,0.31,0.52,1.04
2015-08-24,0.28,0.52,1.07
2015-08-25,0.33,0.59,1.14
2015-08-26,0.36,0.65,1.22
2015-08-27,0.29,0.6,1.15
2015-08-28,0.3,0.58,1.12
2015-08-31,0.28,0.58,1.15
2015-09-01,0.31,0.6,1.17
2015-09-02,0.33,0.64,1.22
2015-09-03,0.33,0.64,1.22
2015-09-04,0.33,0.62,1.18
2015-09-07,,,
2015-09-08,0.38,0.67,1.25
2015-09-09,0.38,0.65,1.21
2015-09-10,0.34,0.64,1.21
2015-09-11,0.31,0.61,1.18
2015-09-14,0.32,0.62,1.19
2015-09-15,0.41,0.72,1.29
2015-09-16,0.41,0.73,1.32
2015-09-17,0.26,0.63,1.26
2015-09-18,0.26,0.58,1.19
2015-09-21,0.32,0.66,1.3
2015-09-22,0.29,0.63,1.26
2015-09-23,0.31,0.64,1.26
2015-09-24,0.33,0.64,1.24
2015-09-25,0.37,0.71,1.32
2015-09-28,0.4,0.71,1.28
2015-09-29,0.34,0.66,1.27
2015-09-30,0.3,0.65,1.29
2015-10-01,0.24,0.59,1.23
2015-10-02,0.14,0.51,1.18
2015-10-05,0.17,0.56,1.23
2015-10-06,0.12,0.53,1.2
2015-10-07,0.15,0.53,1.19
2015-10-08,0.14,0.54,1.23
2015-10-09,0.19,0.58,1.24
2015-10-12,,,
2015-10-13,0.18,0.54,1.22
2015-10-14,0.14,0.5,1.19
2015-10-15,0.16,0.54,1.22
2015-10-16,0.18,0.56,1.24
2015-10-19,0.22,0.59,1.27
2015-10-20,0.24,0.6,1.26
2015-10-21,0.24,0.59,1.24
2015-10-22,0.22,0.57,1.21
2015-10-23,0.24,0.58,1.19
2015-10-26,0.25,0.59,1.19
2015-10-27,0.23,0.57,1.18
2015-10-28,0.33,0.63,1.2
2015-10-29,0.34,0.67,1.24
2015-10-30,0.32,0.63,1.19
2015-11-02,0.34,0.65,1.2
2015-11-03,0.32,0.65,1.24
2015-11-04,0.38,0.68,1.24
2015-11-05,0.42,0.71,1.27
2015-11-06,0.48,0.75,1.31
2015-11-09,0.47,0.76,1.32
2015-11-10,0.47,0.77,1.32
2015-11-11,,,
2015-11-12,0.49,0.78,1.32
2015-11-13,0.46,0.76,1.31
2015-11-16,0.46,0.76,1.33
2015-11-17,0.43,0.72,1.28
2015-11-18,0.44,0.71,1.27
2015-11-19,0.41,0.68,1.23
2015-11-20,0.39,0.66,1.21
2015-11-23,0.37,0.64,1.2
2015-11-24,0.33,0.62,1.2
2015-11-25,0.35,0.62,1.2
2015-11-26,,,
2015-11-27,0.33,0.62,1.2
2015-11-30,0.35,0.62,1.19
2015-12-01,0.3,0.58,1.14
2015-12-02,0.36,0.62,1.16
2015-12-03,0.41,0.72,1.27
2015-12-04,0.41,0.68,1.21
2015-12-07,0.42,0.67,1.19
2015-12-08,0.43,0.68,1.2
2015-12-09,0.43,0.69,1.23
2015-12-10,0.48,0.73,1.26
2015-12-11,0.39,0.67,1.21
2015-12-14,0.49,0.78,1.32
2015-12-15,0.49,0.8,1.32
2015-12-16,0.55,0.84,1.34
2015-12-17,0.52,0.77,1.28
2015-12-18,0.46,0.73,1.26
2015-12-21,0.48,0.75,1.28
2015-12-22,0.52,0.78,1.3
2015-12-23,0.49,0.76,1.29
2015-12-24,0.5,0.73,1.26
2015-12-25,,,
2015-12-28,0.49,0.74,1.24
2015-12-29,0.53,0.79,1.31
2015-12-30,0.52,0.77,1.31
2015-12-31,0.45,0.73,1.28
2016-01-01,,,
2016-01-04,0.42,0.69,1.25
2016-01-05,0.42,0.69,1.27
2016-01-06,0.39,0.65,1.23
2016-01-07,0.36,0.66,1.27
2016-01-08,0.34,0.65,1.27
2016-01-11,0.39,0.72,1.33
2016-01-12,0.36,0.69,1.29
2016-01-13,0.33,0.65,1.26
2016-01-14,0.32,0.67,1.29
2016-01-15,0.34,0.67,1.27
2016-01-18,,,
2016-01-19,0.33,0.68,1.28
2016-01-20,0.34,0.69,1.29
2016-01-21,0.36,0.74,1.31
2016-01-22,0.34,0.72,1.29
2016-01-25,0.32,0.69,1.27
2016-01-26,0.28,0.65,1.25
2016-01-27,0.25,0.62,1.23
2016-01-28,0.2,0.58,1.21
2016-01-29,0.14,0.53,1.17
2016-02-01,0.18,0.57,1.19
2016-02-02,0.14,0.51,1.12
2016-02-03,0.11,0.5,1.1
2016-02-04,0.12,0.51,1.11
2016-02-05,0.18,0.53,1.13
2016-02-08,0.19,0.52,1.09
2016-02-09,0.22,0.53,1.1
2016-02-10,0.2,0.5,1.06
2016-02-11,0.17,0.45,1.03
2016-02-12,0.17,0.49,1.1
2016-02-15,,,
2016-02-16,0.2,0.53,1.16
2016-02-17,0.22,0.53,1.18
2016-02-18,0.19,0.51,1.13
2016-02-19,0.18,0.5,1.11
2016-02-22,0.14,0.46,1.08
2016-02-23,0.1,0.42,1.05
2016-02-24,0.06,0.39,1.04
2016-02-25,-0.02,0.32,1.0
2016-02-26,0.03,0.35,1.04
2016-02-29,-0.01,0.32,1.0
2016-03-01,0.02,0.35,1.04
2016-03-02,0.0,0.33,1.0
2016-03-03,-0.03,0.3,0.97
2016-03-04,0.02,0.37,1.02
2016-03-07,0.06,0.43,1.06
2016-03-08,0.01,0.37,1.01
2016-03-09,0.02,0.39,1.05
2016-03-10,0.1,0.45,1.06
2016-03-11,0.08,0.44,1.09
2016-03-14,0.11,0.45,1.09
2016-03-15,0.15,0.47,1.11
2016-03-16,-0.04,0.36,1.05
2016-03-17,-0.07,0.34,1.0
2016-03-18,-0.13,0.27,0.94
2016-03-21,-0.12,0.28,0.95
2016-03-22,-0.06,0.31,0.95
2016-03-23,-0.07,0.3,0.91
2016-03-24,-0.03,0.34,0.95
2016-03-25,,,
2016-03-28,-0.03,0.33,0.94
2016-03-29,-0.18,0.2,0.84
2016-03-30,-0.26,0.18,0.86
2016-03-31,-0.28,0.16,0.83
2016-04-01,-0.25,0.17,0.83
2016-04-04,-0.26,0.14,0.81
2016-04-05,-0.26,0.14,0.79
2016-04-06,-0.23,0.17,0.83
2016-04-07,-0.27,0.12,0.78
2016-04-08,-0.27,0.14,0.81
2016-04-11,-0.25,0.17,0.85
2016-04-12,-0.17,0.22,0.89
2016-04-13,-0.21,0.21,0.87
2016-04-14,-0.16,0.24,0.89
2016-04-15,-0.2,0.2,0.84
2016-04-18,-0.17,0.21,0.84
2016-04-19,-0.2,0.19,0.83
2016-04-20,-0.17,0.23,0.88
2016-04-21,-0.21,0.24,0.91
2016-04-22,-0.19,0.25,0.92
2016-04-25,-0.18,0.26,0.94
2016-04-26,-0.16,0.27,0.95
2016-04-27,-0.24,0.19,0.9
2016-04-28,-0.33,0.12,0.86
2016-04-29,-0.32,0.12,0.82
2016-05-02,-0.26,0.2,0.89
2016-05-03,-0.29,0.17,0.87
2016-05-04,-0.29,0.16,0.86
2016-05-05,-0.32,0.13,0.83
2016-05-06,-0.28,0.18,0.86
2016-05-09,-0.3,0.18,0.87
2016-05-10,-0.33,0.15,0.84
2016-05-11,-0.33,0.14,0.82
2016-05-12,-0.29,0.15,0.83
2016-05-13,-0.3,0.13,0.79
2016-05-16,-0.27,0.15,0.82
2016-05-17,-0.27,0.15,0.8
2016-05-18,-0.13,0.26,0.88
2016-05-19,-0.13,0.29,0.88
2016-05-20,-0.13,0.29,0.89
2016-05-23,-0.11,0.3,0.89
2016-05-24,-0.1,0.31,0.9
2016-05-25,-0.11,0.29,0.9
2016-05-26,-0.16,0.25,0.87
2016-05-27,-0.12,0.27,0.89
2016-05-30,,,
2016-05-31,-0.1,0.3,0.91
2016-06-01,-0.08,0.31,0.91
2016-06-02,-0.12,0.27,0.88
2016-06-03,-0.22,0.19,0.84
2016-06-06,-0.24,0.19,0.85
2016-06-07,-0.28,0.15,0.82
2016-06-08,-0.31,0.12,0.78
2016-06-09,-0.31,0.12,0.78
2016-06-10,-0.32,0.12,0.78
2016-06-13,-0.31,0.15,0.81
2016-06-14,-0.3,0.17,0.84
2016-06-15,-0.37,0.13,0.82
2016-06-16,-0.32,0.15,0.82
2016-06-17,-0.3,0.2,0.85
2016-06-20,-0.26,0.24,0.88
2016-06-21,-0.19,0.28,0.91
2016-06-22,-0.21,0.25,0.9
2016-06-23,-0.22,0.24,0.88
2016-06-24,-0.28,0.15,0.81
2016-06-27,-0.27,0.12,0.73
2016-06-28,-0.32,0.09,0.7
2016-06-29,-0.33,0.1,0.71
2016-06-30,-0.37,0.09,0.7
2016-07-01,-0.43,0.03,0.62
2016-07-04,,,
2016-07-05,-0.45,-0.03,0.56
2016-07-06,-0.46,-0.05,0.54
2016-07-07,-0.44,-0.03,0.56
2016-07-08,-0.44,-0.06,0.53
2016-07-11,-0.38,0.01,0.56
2016-07-12,-0.36,0.07,0.64
2016-07-13,-0.36,0.03,0.58
2016-07-14,-0.34,0.08,0.62
2016-07-15,-0.29,0.11,0.64
2016-07-18,-0.27,0.1,0.65
2016-07-19,-0.27,0.12,0.65
2016-07-20,-0.25,0.13,0.67
2016-07-21,-0.27,0.05,0.67
2016-07-22,-0.23,0.06,0.67
2016-07-25,-0.19,0.08,0.68
2016-07-26,-0.18,0.07,0.66
2016-07-27,-0.21,0.03,0.61
2016-07-28,-0.24,0.0,0.59
2016-07-29,-0.28,-0.03,0.56
2016-08-01,-0.21,0.05,0.63
2016-08-02,-0.18,0.11,0.7
2016-08-03,-0.21,0.09,0.68
2016-08-04,-0.27,0.04,0.62
2016-08-05,-0.2,0.09,0.64
2016-08-08,-0.19,0.08,0.63
2016-08-09,-0.19,0.06,0.6
2016-08-10,-0.2,0.06,0.59
2016-08-11,-0.16,0.1,0.61
2016-08-12,-0.19,0.07,0.58
2016-08-15,-0.16,0.1,0.62
2016-08-16,-0.12,0.13,0.65
2016-08-17,-0.16,0.09,0.63
2016-08-18,-0.2,0.06,0.61
2016-08-19,-0.17,0.1,0.63
2016-08-22,-0.19,0.08,0.59
2016-08-23,-0.19,0.07,0.58
2016-08-24,-0.19,0.08,0.59
2016-08-25,-0.17,0.09,0.61
2016-08-26,-0.08,0.15,0.64
2016-08-29,-0.11,0.11,0.58
2016-08-30,-0.1,0.11,0.59
2016-08-31,-0.08,0.11,0.58
2016-09-01,-0.06,0.12,0.57
2016-09-02,-0.08,0.13,0.6
2016-09-05,,,
2016-09-06,-0.16,0.06,0.54
2016-09-07,-0.18,0.03,0.52
2016-09-08,-0.15,0.09,0.59
2016-09-09,-0.09,0.17,0.67
2016-09-12,-0.12,0.17,0.67
2016-09-13,-0.05,0.24,0.74
2016-09-14,-0.09,0.21,0.72
2016-09-15,-0.11,0.22,0.76
2016-09-16,-0.13,0.19,0.73
2016-09-19,-0.13,0.2,0.75
2016-09-20,-0.13,0.2,0.75
2016-09-21,-0.17,0.15,0.69
2016-09-22,-0.22,0.08,0.62
2016-09-23,-0.26,0.05,0.58
2016-09-26,-0.27,0.05,0.6
2016-09-27,-0.26,0.04,0.58
2016-09-28,-0.31,0.01,0.57
2016-09-29,-0.32,0.02,0.58
2016-09-30,-0.31,0.0,0.59
2016-10-03,-0.29,0.0,0.58
2016-10-04,-0.23,0.07,0.66
2016-10-05,-0.22,0.1,0.69
2016-10-06,-0.21,0.11,0.68
2016-10-07,-0.24,0.1,0.68
2016-10-10,,,
2016-10-11,-0.21,0.13,0.71
2016-10-12,-0.2,0.15,0.73
2016-10-13,-0.23,0.12,0.71
2016-10-14,-0.25,0.13,0.74
2016-10-17,-0.29,0.09,0.68
2016-10-18,-0.3,0.09,0.68
2016-10-19,-0.32,0.08,0.68
2016-10-20,-0.3,0.08,0.68
2016-10-21,-0.31,0.07,0.66
2016-10-24,-0.26,0.11,0.69
2016-10-25,-0.28,0.07,0.65
2016-10-26,-0.28,0.08,0.65
2016-10-27,-0.24,0.13,0.72
2016-10-28,-0.27,0.13,0.74
2016-10-31,-0.28,0.11,0.7
2016-11-01,-0.29,0.11,0.69
2016-11-02,-0.29,0.11,0.7
2016-11-03,-0.26,0.14,0.75
2016-11-04,-0.28,0.11,0.72
2016-11-07,-0.27,0.12,0.71
2016-11-08,-0.23,0.15,0.73
2016-11-09,-0.18,0.25,0.83
2016-11-10,-0.14,0.27,0.87
2016-11-11,,,
2016-11-14,0.01,0.4,0.96
2016-11-15,0.01,0.41,0.95
2016-11-16,0.02,0.39,0.92
2016-11-17,0.02,0.42,0.96
2016-11-18,0.06,0.44,0.94
2016-11-21,0.05,0.42,0.92
2016-11-22,0.02,0.41,0.93
2016-11-23,0.09,0.44,0.93
2016-11-24,,,
2016-11-25,0.09,0.47,0.93
2016-11-28,0.11,0.47,0.95
2016-11-29,0.09,0.44,0.92
2016-11-30,0.06,0.43,0.91
2016-12-01,0.09,0.48,0.95
2016-12-02,0.08,0.49,0.98
2016-12-05,0.05,0.45,0.94
2016-12-06,0.04,0.44,0.94
2016-12-07,0.02,0.42,0.91
2016-12-08,0.0,0.45,0.98
2016-12-09,0.06,0.51,1.04
2016-12-12,0.04,0.51,1.04
2016-12-13,0.06,0.53,1.04
2016-12-14,0.2,0.6,1.07
2016-12-15,0.32,0.7,1.15
2016-12-16,0.32,0.74,1.2
2016-12-19,0.29,0.68,1.13
2016-12-20,0.26,0.67,1.14
2016-12-21,0.3,0.64,1.1
2016-12-22,0.18,0.6,1.06
2016-12-23,0.2,0.58,1.03
2016-12-26,,,
2016-12-27,0.19,0.58,1.04
2016-12-28,0.17,0.56,1.02
2016-12-29,0.15,0.55,1.02
2016-12-30,0.09,0.5,0.99
2017-01-02,,,
2017-01-03,0.08,0.47,0.94
2017-01-04,0.08,0.47,0.95
2017-01-05,0.03,0.42,0.89
2017-01-06,0.08,0.46,0.93
2017-01-09,0.04,0.43,0.91
2017-01-10,0.05,0.43,0.91
2017-01-11,0.04,0.39,0.88
2017-01-12,0.0,0.38,0.87
2017-01-13,0.05,0.41,0.89
2017-01-16,,,
2017-01-17,0.0,0.36,0.87
2017-01-18,0.07,0.42,0.92
2017-01-19,0.07,0.43,0.93
2017-01-20,0.03,0.44,0.94
2017-01-23,0.02,0.39,0.89
2017-01-24,0.01,0.41,0.93
2017-01-25,0.03,0.45,0.96
2017-01-26,0.01,0.43,0.94
2017-01-27,-0.02,0.41,0.91
2017-01-30,-0.01,0.42,0.94
2017-01-31,-0.04,0.4,0.93
2017-02-01,0.01,0.43,0.96
2017-02-02,-0.01,0.43,0.98
2017-02-03,0.02,0.44,1.01
2017-02-06,-0.05,0.4,0.98
2017-02-07,-0.02,0.4,0.96
2017-02-08,-0.01,0.38,0.91
2017-02-09,0.02,0.41,0.93
2017-02-10,0.02,0.4,0.9
2017-02-13,0.05,0.43,0.91
2017-02-14,0.11,0.46,0.94
2017-02-15,0.08,0.45,0.93
2017-02-16,0.05,0.43,0.95
2017-02-17,0.07,0.41,0.91
2017-02-20,,,
2017-02-21,0.06,0.4,0.92
2017-02-22,0.0,0.38,0.91
2017-02-23,-0.03,0.35,0.89
2017-02-24,-0.1,0.31,0.85
2017-02-27,0.01,0.35,0.88
2017-02-28,0.0,0.34,0.87
2017-03-01,0.15,0.43,0.94
2017-03-02,0.19,0.48,0.98
2017-03-03,0.1,0.45,0.96
2017-03-06,0.12,0.48,0.99
2017-03-07,0.13,0.49,1.01
2017-03-08,0.18,0.56,1.06
2017-03-09,0.24,0.6,1.09
2017-03-10,0.21,0.57,1.06
2017-03-13,0.28,0.61,1.09
2017-03-14,0.25,0.61,1.08
2017-03-15,0.18,0.5,1.0
2017-03-16,0.18,0.51,1.02
2017-03-17,0.14,0.49,1.01
2017-03-20,0.14,0.47,1.0
2017-03-21,0.16,0.45,0.99
2017-03-22,0.16,0.43,0.96
2017-03-23,0.2,0.46,0.96
2017-03-24,0.2,0.42,0.91
2017-03-27,0.18,0.41,0.9
2017-03-28,0.24,0.45,0.94
2017-03-29,0.13,0.41,0.91
2017-03-30,0.15,0.46,0.96
2017-03-31,0.16,0.43,0.94
2017-04-03,0.15,0.39,0.91
2017-04-04,0.11,0.4,0.92
2017-04-05,0.08,0.37,0.89
2017-04-06,0.16,0.39,0.9
2017-04-07,0.22,0.44,0.94
2017-04-10,0.22,0.44,0.94
2017-04-11,0.14,0.41,0.91
2017-04-12,0.12,0.38,0.89
2017-04-13,0.03,0.32,0.86
2017-04-14,,,
2017-04-17,0.1,0.38,0.9
2017-04-18,0.06,0.33,0.85
2017-04-19,0.08,0.36,0.9
2017-04-20,-0.04,0.39,0.92
2017-04-21,-0.02,0.4,0.93
2017-04-24,0.0,0.41,0.94
2017-04-25,0.02,0.44,0.96
2017-04-26,0.01,0.42,0.94
2017-04-27,0.0,0.39,0.92
2017-04-28,0.0,0.37,0.9
2017-05-01,0.04,0.41,0.96
2017-05-02,0.04,0.41,0.95
2017-05-03,0.1,0.46,0.98
2017-05-04,0.16,0.5,1.02
2017-05-05,0.14,0.5,1.01
2017-05-08,0.16,0.53,1.05
2017-05-09,0.2,0.56,1.06
2017-05-10,0.16,0.56,1.05
2017-05-11,0.11,0.51,1.02
2017-05-12,0.1,0.49,1.01
2017-05-15,0.12,0.52,1.05
2017-05-16,0.12,0.51,1.04
2017-05-17,0.06,0.44,0.97
2017-05-18,0.06,0.43,0.96
2017-05-19,0.04,0.41,0.92
2017-05-22,0.05,0.43,0.95
2017-05-23,0.07,0.46,0.96
2017-05-24,0.06,0.45,0.97
2017-05-25,0.08,0.45,0.97
2017-05-26,0.06,0.44,0.96
2017-05-29,,,
2017-05-30,0.03,0.4,0.93
2017-05-31,0.03,0.4,0.92
2017-06-01,0.03,0.4,0.92
2017-06-02,-0.01,0.36,0.87
2017-06-05,0.02,0.39,0.92
2017-06-06,0.0,0.37,0.91
2017-06-07,0.05,0.4,0.93
2017-06-08,0.06,0.41,0.95
2017-06-09,0.09,0.43,0.96
2017-06-12,0.11,0.46,0.98
2017-06-13,0.12,0.46,0.96
2017-06-14,0.15,0.44,0.93
2017-06-15,0.2,0.49,0.97
2017-06-16,0.19,0.49,0.97
2017-06-19,0.24,0.52,0.97
2017-06-20,0.23,0.5,0.93
2017-06-21,0.24,0.5,0.91
2017-06-22,0.19,0.46,0.88
2017-06-23,0.18,0.45,0.87
2017-06-26,0.16,0.43,0.86
2017-06-27,0.21,0.5,0.92
2017-06-28,0.16,0.49,0.92
2017-06-29,0.23,0.55,0.96
2017-06-30,0.26,0.58,0.99
2017-07-03,0.27,0.6,1.0
2017-07-04,,,
2017-07-05,0.27,0.58,0.98
2017-07-06,0.28,0.61,1.02
2017-07-07,0.32,0.66,1.06
2017-07-10,0.33,0.66,1.07
2017-07-11,0.31,0.62,1.05
2017-07-12,0.25,0.57,1.01
2017-07-13,0.25,0.58,1.03
2017-07-14,0.25,0.57,1.03
2017-07-17,0.22,0.54,1.0
2017-07-18,0.2,0.51,0.97
2017-07-19,0.18,0.51,0.96
2017-07-20,0.2,0.5,0.98
2017-07-21,0.19,0.48,0.96
2017-07-24,0.21,0.48,0.97
2017-07-25,0.23,0.52,1.03
2017-07-26,0.17,0.49,1.0
2017-07-27,0.16,0.49,1.02
2017-07-28,0.15,0.47,0.99
2017-07-31,0.17,0.48,1.0
2017-08-01,0.18,0.47,0.98
2017-08-02,0.19,0.48,0.98
2017-08-03,0.17,0.46,0.96
2017-08-04,0.17,0.47,0.97
2017-08-07,0.16,0.46,0.96
2017-08-08,0.15,0.46,0.96
2017-08-09,0.11,0.42,0.92
2017-08-10,0.1,0.4,0.89
2017-08-11,0.1,0.4,0.91
2017-08-14,0.18,0.45,0.94
2017-08-15,0.2,0.49,0.97
2017-08-16,0.17,0.45,0.94
2017-08-17,0.15,0.42,0.92
2017-08-18,0.16,0.43,0.93
2017-08-21,0.17,0.43,0.92
2017-08-22,0.19,0.45,0.93
2017-08-23,0.18,0.42,0.91
2017-08-24,0.18,0.44,0.92
2017-08-25,0.2,0.42,0.91
2017-08-28,0.18,0.41,0.92
2017-08-29,0.16,0.39,0.9
2017-08-30,0.15,0.39,0.91
2017-08-31,0.12,0.36,0.87
2017-09-01,0.1,0.37,0.9
2017-09-04,,,
2017-09-05,0.07,0.3,0.83
2017-09-06,0.09,0.32,0.85
2017-09-07,0.02,0.26,0.8
2017-09-08,0.01,0.25,0.79
2017-09-11,0.08,0.31,0.84
2017-09-12,0.08,0.33,0.85
2017-09-13,0.1,0.35,0.87
2017-09-14,0.09,0.35,0.85
2017-09-15,0.09,0.35,0.84
2017-09-18,0.09,0.36,0.86
2017-09-19,0.1,0.37,0.87
2017-09-20,0.18,0.43,0.9
2017-09-21,0.19,0.44,0.9
2017-09-22,0.17,0.42,0.88
2017-09-25,0.13,0.38,0.85
2017-09-26,0.15,0.4,0.87
2017-09-27,0.17,0.44,0.92
2017-09-28,0.16,0.44,0.92
2017-09-29,0.24,0.49,0.94
2017-10-02,0.21,0.51,0.95
2017-10-03,0.24,0.49,0.94
2017-10-04,0.19,0.48,0.94
2017-10-05,0.2,0.49,0.95
2017-10-06,0.19,0.5,0.97
2017-10-09,,,
2017-10-10,0.2,0.47,0.94
2017-10-11,0.2,0.46,0.93
2017-10-12,0.16,0.44,0.9
2017-10-13,0.2,0.43,0.89
2017-10-16,0.29,0.46,0.89
2017-10-17,0.28,0.48,0.89
2017-10-18,0.3,0.5,0.93
2017-10-19,0.32,0.49,0.91
2017-10-20,0.27,0.52,0.95
2017-10-23,0.32,0.52,0.95
2017-10-24,0.32,0.55,0.97
2017-10-25,0.32,0.56,0.99
2017-10-26,0.31,0.57,1.0
